vendorid,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,2019-10-23T16:07:21.000,2019-10-23T16:15:18.000,1,0.60,1,N,48,161,1,6.5,3.5,0.5,2.15,0,0.3,12.95,2.5
1,2019-10-23T16:26:45.000,2019-10-23T17:56:16.000,2,19.80,2,N,230,132,1,52,7,0.5,16.45,6.12,0.3,82.37,2.5
2,2019-10-23T15:59:43.000,2019-10-23T16:04:15.000,1,0.72,1,N,90,68,1,5,1,0.5,1,0,0.3,10.3,2.5
2,2019-10-23T16:08:52.000,2019-10-23T16:29:00.000,1,1.16,1,N,246,100,1,13,1,0.5,2.6,0,0.3,19.9,2.5
2,2019-10-23T16:31:31.000,2019-10-23T16:50:43.000,1,1.72,1,N,100,161,2,12.5,1,0.5,0,0,0.3,16.8,2.5
2,2019-10-23T16:53:28.000,2019-10-23T17:10:09.000,1,1.81,1,N,161,236,2,12,1,0.5,0,0,0.3,16.3,2.5
2,2019-10-23T16:06:09.000,2019-10-23T17:21:30.000,5,19.63,2,N,236,132,1,52,4.5,0.5,10,6.12,0.3,75.92,2.5
2,2019-10-23T16:21:04.000,2019-10-23T16:31:42.000,1,1.35,1,N,107,90,1,8.5,1,0.5,2.56,0,0.3,15.36,2.5
2,2019-10-23T16:35:10.000,2019-10-23T16:47:05.000,1,0.95,1,N,164,161,2,8.5,1,0.5,0,0,0.3,12.8,2.5
2,2019-10-23T16:48:11.000,2019-10-23T17:09:08.000,1,1.44,1,N,230,237,2,13.5,1,0.5,0,0,0.3,17.8,2.5
2,2019-10-23T16:10:31.000,2019-10-23T16:22:36.000,1,0.71,1,N,161,170,2,8.5,1,0.5,0,0,0.3,12.8,2.5
2,2019-10-23T16:32:14.000,2019-10-23T16:44:08.000,1,1.14,1,N,234,68,1,8.5,1,0.5,2.56,0,0.3,15.36,2.5
2,2019-10-23T16:48:22.000,2019-10-23T16:55:31.000,1,0.80,1,N,246,158,1,6,1,0.5,2.06,0,0.3,12.36,2.5
2,2019-10-23T16:22:41.000,2019-10-23T16:52:49.000,3,3.49,1,N,45,230,1,19.5,1,0.5,4.76,0,0.3,28.56,2.5
2,2019-10-23T16:04:26.000,2019-10-23T16:13:59.000,2,1.01,1,N,100,48,1,7,1,0.5,1,0,0.3,12.3,2.5
2,2019-10-23T16:16:33.000,2019-10-23T16:30:54.000,2,2.33,1,N,143,24,1,11.5,1,0.5,3.16,0,0.3,18.96,2.5
2,2019-10-23T16:00:31.000,2019-10-23T16:04:58.000,1,0.36,1,N,161,161,1,4.5,1,0.5,2.2,0,0.3,11,2.5
2,2019-10-23T16:11:34.000,2019-10-23T16:22:53.000,1,1.07,1,N,161,48,1,8.5,1,0.5,1.92,0,0.3,14.72,2.5
2,2019-10-23T16:39:57.000,2019-10-23T17:05:53.000,1,2.93,1,N,239,229,2,17.5,1,0.5,0,0,0.3,21.8,2.5
2,2019-10-23T16:39:11.000,2019-10-23T17:02:39.000,1,2.07,1,N,79,162,1,15,1,0.5,4.82,0,0.3,24.12,2.5
2,2019-10-23T16:06:55.000,2019-10-23T16:10:43.000,1,0.39,1,N,142,163,1,4.5,1,0.5,1,0,0.3,9.8,2.5
2,2019-10-23T16:18:17.000,2019-10-23T16:27:48.000,1,1.43,1,N,237,236,1,8,1,0.5,2.46,0,0.3,14.76,2.5
2,2019-10-23T16:29:05.000,2019-10-23T16:47:24.000,1,2.25,1,N,236,142,1,13,1,0.5,4.32,0,0.3,21.62,2.5
2,2019-10-23T16:56:29.000,2019-10-23T17:22:45.000,1,3.38,1,N,163,79,1,18,1,0.5,4.46,0,0.3,26.76,2.5
2,2019-10-23T16:32:33.000,2019-10-23T16:51:27.000,2,1.70,1,N,233,186,1,12.5,1,0.5,3,0,0.3,19.8,2.5
2,2019-10-23T16:55:35.000,2019-10-23T17:06:08.000,2,0.68,1,N,186,164,2,7.5,1,0.5,0,0,0.3,11.8,2.5
1,2019-10-23T16:02:17.000,2019-10-23T16:40:53.000,2,3.90,1,N,211,237,1,24,2.5,0.5,5.45,0,0.3,32.75,2.5
1,2019-10-23T16:46:31.000,2019-10-23T17:09:27.000,1,2.40,1,N,237,186,1,15,3.5,0.5,5,0,0.3,24.3,2.5
1,2019-10-23T16:20:50.000,2019-10-23T16:51:50.000,1,4.50,1,N,161,166,1,21.5,3.5,0.5,2,0,0.3,27.8,2.5
1,2019-10-23T16:45:36.000,2019-10-23T17:06:51.000,1,1.40,1,N,231,88,1,13.5,3.5,0.5,4.45,0,0.3,22.25,2.5
1,2019-10-23T16:04:38.000,2019-10-23T16:09:48.000,4,0.50,1,N,141,237,1,5,3.5,0.5,2.3,0,0.3,11.6,2.5
1,2019-10-23T16:15:29.000,2019-10-23T16:34:28.000,1,2.20,1,N,237,246,2,13.5,3.5,0.5,0,0,0.3,17.8,2.5
1,2019-10-23T16:54:58.000,2019-10-23T17:06:13.000,1,0.50,1,N,186,68,1,8,3.5,0.5,2.45,0,0.3,14.75,2.5
1,2019-10-23T16:53:26.000,2019-10-23T17:27:37.000,1,3.70,1,N,186,231,1,21.5,3.5,0.5,5,0,0.3,30.8,2.5
2,2019-10-23T16:16:15.000,2019-10-23T17:19:09.000,1,13.47,1,N,132,65,1,50,1,0.5,10.36,0,0.3,62.16,0
1,2019-10-23T16:23:35.000,2019-10-23T16:32:48.000,1,0.80,1,N,230,48,2,7,3.5,0.5,0,0,0.3,11.3,2.5
1,2019-10-23T16:34:37.000,2019-10-23T16:48:44.000,2,1.30,1,N,48,246,1,10,3.5,0.5,2.85,0,0.3,17.15,2.5
1,2019-10-23T16:51:29.000,2019-10-23T17:15:21.000,1,1.40,1,N,246,170,1,14.5,3.5,0.5,3.75,0,0.3,22.55,2.5
1,2019-10-23T16:32:37.000,2019-10-23T16:38:24.000,1,0.70,1,N,249,68,2,5.5,3.5,0.5,0,0,0.3,9.8,2.5
1,2019-10-23T16:44:44.000,2019-10-23T17:15:37.000,4,2.30,1,N,246,163,2,18.5,3.5,0.5,0,0,0.3,22.8,2.5
2,2019-10-23T16:16:17.000,2019-10-23T17:17:35.000,1,17.65,2,N,132,164,1,52,4.5,0.5,13.18,6.12,0.3,79.1,2.5
2,2019-10-23T16:11:12.000,2019-10-23T16:18:57.000,1,0.86,1,N,239,43,1,6.5,1,0.5,1.2,0,0.3,12,2.5
2,2019-10-23T16:37:56.000,2019-10-23T17:30:28.000,1,9.05,1,N,163,138,1,37.5,1,0.5,10.45,0,0.3,52.25,2.5
2,2019-10-23T16:10:23.000,2019-10-23T16:14:07.000,1,0.60,1,N,263,141,2,4.5,1,0.5,0,0,0.3,8.8,2.5
2,2019-10-23T16:19:10.000,2019-10-23T16:23:05.000,1,0.45,1,N,237,237,2,4.5,1,0.5,0,0,0.3,8.8,2.5
2,2019-10-23T16:26:31.000,2019-10-23T16:45:03.000,1,3.01,1,N,237,100,2,14,1,0.5,0,0,0.3,18.3,2.5
1,2019-10-23T16:28:17.000,2019-10-23T17:01:01.000,0,3.10,1,N,230,262,1,20.5,3.5,0.5,4.96,0,0.3,29.76,2.5
2,2019-10-23T16:09:00.000,2019-10-23T16:27:40.000,2,0.97,1,N,162,230,2,11.5,1,0.5,0,0,0.3,15.8,2.5
2,2019-10-23T16:32:27.000,2019-10-23T16:44:09.000,2,0.61,1,N,230,100,2,8,1,0.5,0,0,0.3,12.3,2.5
2,2019-10-23T16:49:50.000,2019-10-23T17:03:49.000,1,1.05,1,N,186,107,1,9.5,1,0.5,2.76,0,0.3,16.56,2.5
2,2019-10-23T16:44:13.000,2019-10-23T16:57:08.000,2,1.64,1,N,143,48,1,10,1,0.5,1,0,0.3,15.3,2.5
2,2019-10-23T16:59:17.000,2019-10-23T17:32:26.000,1,1.73,1,N,48,137,2,19,1,0.5,0,0,0.3,23.3,2.5
2,2019-10-23T15:44:51.000,2019-10-23T16:17:36.000,1,4.15,1,N,186,263,1,21,1,0.5,3,0,0.3,28.3,2.5
2,2019-10-23T16:30:50.000,2019-10-23T16:48:34.000,1,1.94,1,N,263,238,1,12.5,1,0.5,3.36,0,0.3,20.16,2.5
1,2019-10-23T16:29:02.000,2019-10-23T16:32:13.000,1,0.60,1,N,151,238,1,4.5,1,0.5,0.95,0,0.3,7.25,0
1,2019-10-23T16:35:19.000,2019-10-23T16:47:32.000,2,2.00,1,N,151,142,2,10.5,3.5,0.5,0,0,0.3,14.8,2.5
1,2019-10-23T16:56:59.000,2019-10-23T17:13:07.000,3,2.50,1,N,48,113,1,12,3.5,0.5,4,0,0.3,20.3,2.5
2,2019-10-23T16:00:56.000,2019-10-23T16:02:21.000,1,0.33,1,N,142,142,1,3.5,1,0.5,1.56,0,0.3,9.36,2.5
2,2019-10-23T16:07:07.000,2019-10-23T16:14:35.000,1,1.50,1,N,142,246,2,7.5,1,0.5,0,0,0.3,11.8,2.5
2,2019-10-23T16:25:01.000,2019-10-23T16:40:33.000,1,1.85,1,N,90,90,2,8.5,1,0.5,0,0,0.3,12.8,2.5
1,2019-10-23T16:44:05.000,2019-10-23T16:53:11.000,2,1.80,1,N,239,166,1,9,3.5,0.5,1.5,0,0.3,14.8,2.5
1,2019-10-23T16:57:30.000,2019-10-23T17:00:50.000,1,0.70,1,N,24,238,1,4.5,3.5,0.5,1.75,0,0.3,10.55,0
2,2019-10-23T16:06:17.000,2019-10-23T16:29:08.000,1,5.11,2,N,157,161,2,52,4.5,0.5,0,6.12,0.3,65.92,2.5
2,2019-10-23T16:29:34.000,2019-10-23T16:48:16.000,1,0.91,1,N,161,237,2,11.5,1,0.5,0,0,0.3,15.8,2.5
2,2019-10-23T15:41:13.000,2019-10-23T15:46:04.000,1,0.91,1,N,236,263,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5
2,2019-10-23T15:55:23.000,2019-10-23T16:14:55.000,1,2.74,1,N,236,107,1,14.5,1,0.5,3.76,0,0.3,22.56,2.5
2,2019-10-23T16:20:36.000,2019-10-23T17:34:27.000,6,17.77,2,N,132,163,1,52,4.5,0.5,13.18,6.12,0.3,79.1,2.5
1,2019-10-23T16:35:50.000,2019-10-23T16:46:40.000,1,1.20,1,N,230,186,1,8.5,3.5,0.5,6,0,0.3,18.8,2.5
1,2019-10-23T16:48:34.000,2019-10-23T17:17:31.000,1,1.10,1,N,186,161,1,17,3.5,0.5,5.3,0,0.3,26.6,2.5
1,2019-10-23T16:13:33.000,2019-10-23T16:25:41.000,1,0.70,1,N,209,13,1,8.5,3.5,0.5,2,0,0.3,14.8,2.5
1,2019-10-23T16:34:38.000,2019-10-23T16:52:35.000,2,2.50,1,N,158,170,2,13.5,3.5,0.5,0,0,0.3,17.8,2.5
1,2019-10-23T16:57:34.000,2019-10-23T17:01:29.000,1,0.30,1,Y,137,164,2,4.5,3.5,0.5,0,0,0.3,8.8,2.5
1,2019-10-23T16:09:34.000,2019-10-23T16:18:18.000,1,1.20,1,N,151,166,1,7.5,1,0.5,2.3,0,0.3,11.6,0
1,2019-10-23T16:40:23.000,2019-10-23T16:50:43.000,2,1.70,1,N,142,246,2,9,3.5,0.5,0,0,0.3,13.3,2.5
1,2019-10-23T16:55:10.000,2019-10-23T17:19:55.000,1,4.40,1,N,246,24,1,18.5,3.5,0.5,3,0,0.3,25.8,2.5
1,2019-10-23T16:29:46.000,2019-10-23T17:40:05.000,1,9.90,1,N,138,233,1,47.5,3.5,0.5,11.55,6.12,0.3,69.47,2.5
1,2019-10-23T16:43:28.000,2019-10-23T17:00:38.000,2,5.60,1,N,88,162,2,19.5,3.5,0.5,0,0,0.3,23.8,2.5
2,2019-10-23T16:00:17.000,2019-10-23T16:15:53.000,1,2.08,1,N,186,114,1,11.5,1,0.5,3.16,0,0.3,18.96,2.5
1,2019-10-23T16:40:09.000,2019-10-23T17:48:17.000,1,11.90,1,N,138,107,1,49.5,3.5,0.5,0.12,6.12,0.3,60.04,2.5
1,2019-10-23T16:21:29.000,2019-10-23T17:34:39.000,3,20.70,2,N,238,132,1,52,7,0.5,10,6.12,0.3,75.92,2.5
2,2019-10-23T16:26:30.000,2019-10-23T16:42:06.000,1,1.84,1,N,237,186,1,11.5,1,0.5,3.16,0,0.3,18.96,2.5
2,2019-10-23T16:43:14.000,2019-10-23T16:59:48.000,2,2.08,1,N,186,79,2,12,1,0.5,0,0,0.3,16.3,2.5
2,2019-10-23T16:32:47.000,2019-10-23T16:45:03.000,1,4.37,1,N,152,243,1,14,1,0.5,3.16,0,0.3,18.96,0
2,2019-10-23T16:03:26.000,2019-10-23T16:09:25.000,1,1.02,1,N,239,238,1,6,1,0.5,1,0,0.3,11.3,2.5
2,2019-10-23T16:18:16.000,2019-10-23T16:41:05.000,1,2.99,1,N,239,164,1,16,1,0.5,4.06,0,0.3,24.36,2.5
2,2019-10-23T16:42:09.000,2019-10-23T16:43:53.000,1,0.57,1,N,164,234,1,3.5,1,0.5,1.56,0,0.3,9.36,2.5
2,2019-10-23T16:53:47.000,2019-10-23T17:13:47.000,1,1.83,1,N,186,142,1,13.5,1,0.5,0,0,0.3,17.8,2.5
2,2019-10-23T16:10:24.000,2019-10-23T16:18:13.000,3,0.77,1,N,237,237,2,6.5,1,0.5,0,0,0.3,10.8,2.5
2,2019-10-23T16:18:54.000,2019-10-23T16:25:53.000,1,0.67,1,N,237,163,2,6,1,0.5,0,0,0.3,10.3,2.5
2,2019-10-23T16:26:48.000,2019-10-23T16:43:08.000,2,2.09,1,N,163,90,1,11.5,1,0.5,3.16,0,0.3,18.96,2.5
2,2019-10-23T16:45:17.000,2019-10-23T17:01:55.000,2,1.90,1,N,90,50,1,12,1,0.5,2.44,0,0.3,18.74,2.5
1,2019-10-23T16:09:11.000,2019-10-23T16:22:29.000,0,1.00,1,N,234,100,2,9,3.5,0.5,0,0,0.3,13.3,2.5
1,2019-10-23T16:27:10.000,2019-10-23T16:46:36.000,0,2.60,1,N,48,140,1,13.5,3.5,0.5,3.56,0,0.3,21.36,2.5
1,2019-10-23T16:49:01.000,2019-10-23T17:16:38.000,0,4.70,1,N,140,152,2,20,3.5,0.5,0,0,0.3,24.3,2.5
2,2019-10-23T16:02:35.000,2019-10-23T16:10:56.000,1,0.91,1,N,162,140,1,7,1,0.5,2.26,0,0.3,13.56,2.5
2,2019-10-23T16:13:14.000,2019-10-23T16:16:28.000,1,0.38,1,N,140,140,2,4,1,0.5,0,0,0.3,8.3,2.5
2,2019-10-23T16:18:16.000,2019-10-23T16:24:07.000,1,0.69,1,N,140,141,1,5.5,1,0.5,2.45,0,0.3,12.25,2.5
2,2019-10-23T16:27:05.000,2019-10-23T16:43:28.000,1,2.05,1,N,237,143,1,12,1,0.5,4.08,0,0.3,20.38,2.5
2,2019-10-23T16:44:34.000,2019-10-23T17:05:36.000,1,2.12,1,N,143,162,1,14,1,0.5,3.66,0,0.3,21.96,2.5
2,2019-10-23T16:06:48.000,2019-10-23T16:14:00.000,5,1.71,1,N,142,151,2,7.5,1,0.5,0,0,0.3,11.8,2.5
2,2019-10-23T16:48:52.000,2019-10-23T17:20:15.000,3,3.68,1,N,237,211,1,20.5,1,0.5,1,0,0.3,25.8,2.5
2,2019-10-23T16:39:25.000,2019-10-23T17:54:07.000,1,17.19,2,N,162,132,1,52,4.5,0.5,7.91,6.12,0.3,73.83,2.5
2,2019-10-23T16:05:25.000,2019-10-23T16:15:45.000,3,1.65,1,N,161,237,2,8.5,1,0.5,0,0,0.3,12.8,2.5
1,2019-10-23T16:09:30.000,2019-10-23T16:31:52.000,1,2.20,1,N,237,170,4,14.5,3.5,0.5,0,0,0.3,18.8,2.5
1,2019-10-23T16:36:33.000,2019-10-23T17:10:19.000,1,3.50,1,N,107,13,1,20.5,3.5,0.5,4.95,0,0.3,29.75,2.5
1,2019-10-23T16:43:56.000,2019-10-23T16:57:15.000,1,1.70,1,N,142,238,1,10,3.5,0.5,2.85,0,0.3,17.15,2.5
1,2019-10-23T16:04:46.000,2019-10-23T16:29:30.000,1,2.90,1,N,239,161,1,16.5,3.5,0.5,4.15,0,0.3,24.95,2.5
1,2019-10-23T16:35:37.000,2019-10-23T16:52:51.000,1,2.20,1,N,161,239,1,13,3.5,0.5,3.46,0,0.3,20.76,2.5
2,2019-10-23T16:08:44.000,2019-10-23T16:46:48.000,1,4.11,1,N,163,144,1,23.5,1,0.5,5.56,0,0.3,33.36,2.5
2,2019-10-23T16:50:00.000,2019-10-23T17:08:20.000,2,2.44,1,N,144,186,2,13,1,0.5,0,0,0.3,17.3,2.5
1,2019-10-23T16:13:14.000,2019-10-23T16:27:36.000,1,2.50,1,N,142,41,1,11.5,3.5,0.5,2,0,0.3,17.8,2.5
1,2019-10-23T16:39:50.000,2019-10-23T16:59:58.000,1,4.20,1,N,75,246,1,17,3.5,0.5,3,0,0.3,24.3,2.5
2,2019-10-23T16:05:48.000,2019-10-23T16:30:51.000,1,4.89,1,N,233,209,1,19,1,0.5,6.99,0,0.3,30.29,2.5
1,2019-10-23T16:06:20.000,2019-10-23T16:12:39.000,1,0.90,1,N,141,162,1,6,3.5,0.5,2.05,0,0.3,12.35,2.5
1,2019-10-23T16:13:34.000,2019-10-23T16:34:08.000,4,1.90,1,N,162,246,1,14,3.5,0.5,3.65,0,0.3,21.95,2.5
1,2019-10-23T16:56:33.000,2019-10-23T17:55:44.000,2,8.60,1,N,230,70,1,39.5,3.5,0.5,5,6.12,0.3,54.92,2.5
2,2019-10-23T16:54:18.000,2019-10-23T17:04:49.000,1,1.32,1,N,230,142,1,8.5,1,0.5,2.56,0,0.3,15.36,2.5
2,2019-10-23T16:30:49.000,2019-10-23T17:09:34.000,1,2.24,1,N,162,246,1,22.5,1,0.5,4.02,0,0.3,30.82,2.5
1,2019-10-23T16:12:51.000,2019-10-23T16:20:50.000,2,1.10,1,N,161,141,1,7,3.5,0.5,2.25,0,0.3,13.55,2.5
1,2019-10-23T16:24:29.000,2019-10-23T16:27:36.000,1,0.60,1,N,141,262,1,4.5,3.5,0.5,1.75,0,0.3,10.55,2.5
1,2019-10-23T16:38:37.000,2019-10-23T16:59:50.000,2,2.40,1,Y,141,239,1,14,3.5,0.5,3.65,0,0.3,21.95,2.5
2,2019-10-23T16:48:11.000,2019-10-23T17:01:42.000,2,0.90,1,N,234,170,1,9.5,1,0.5,2.76,0,0.3,16.56,2.5
2,2019-10-23T16:04:34.000,2019-10-23T16:33:19.000,1,3.45,1,N,137,144,1,19.5,0,0.5,4.56,0,0.3,27.36,2.5
2,2019-10-23T16:42:28.000,2019-10-23T17:03:05.000,1,2.02,1,N,114,170,1,14,1,0.5,4.58,0,0.3,22.88,2.5
2,2019-10-23T16:57:23.000,2019-10-23T17:00:47.000,2,0.90,1,N,140,262,2,5,1,0.5,0,0,0.3,9.3,2.5
2,2019-10-23T16:03:53.000,2019-10-23T16:16:38.000,1,1.73,1,N,88,231,1,10.5,1,0.5,2,0,0.3,16.8,2.5
2,2019-10-23T16:24:55.000,2019-10-23T16:46:31.000,1,3.36,1,N,231,100,1,16,1,0.5,3.04,0,0.3,23.34,2.5
2,2019-10-23T16:49:49.000,2019-10-23T17:00:20.000,1,0.95,1,N,100,230,1,8,1,0.5,2.46,0,0.3,14.76,2.5
2,2019-10-23T16:08:30.000,2019-10-23T16:37:32.000,5,2.93,1,N,239,229,1,18.5,1,0.5,4.56,0,0.3,27.36,2.5
2,2019-10-23T16:44:14.000,2019-10-23T17:01:14.000,5,3.08,1,N,140,74,1,13.5,1,0.5,3.56,0,0.3,21.36,2.5
1,2019-10-23T16:40:55.000,2019-10-23T16:47:12.000,1,0.70,1,N,211,249,1,6,3.5,0.5,2.05,0,0.3,12.35,2.5
1,2019-10-23T16:52:42.000,2019-10-23T17:11:50.000,1,2.00,1,N,249,13,1,12.5,3.5,0.5,1.68,0,0.3,18.48,2.5
1,2019-10-23T16:23:17.000,2019-10-23T16:30:17.000,1,0.90,1,N,113,114,1,6.5,3.5,0.5,1,0,0.3,11.8,2.5
1,2019-10-23T16:38:43.000,2019-10-23T16:41:19.000,1,0.50,1,N,107,79,2,4,3.5,0.5,0,0,0.3,8.3,2.5
1,2019-10-23T16:49:01.000,2019-10-23T17:05:17.000,1,2.30,1,N,107,246,1,12,3.5,0.5,3.25,0,0.3,19.55,2.5
2,2019-10-23T16:11:05.000,2019-10-23T16:15:21.000,1,0.28,1,N,114,79,1,4.5,1,0.5,1,0,0.3,9.8,2.5
2,2019-10-23T16:20:10.000,2019-10-23T16:27:05.000,1,0.75,1,N,263,140,1,6,1,0.5,1,0,0.3,11.3,2.5
2,2019-10-23T16:22:51.000,2019-10-23T16:33:30.000,1,2.01,1,N,166,238,1,9.5,1,0.5,3.45,0,0.3,17.25,2.5
2,2019-10-23T16:35:21.000,2019-10-23T17:01:05.000,1,3.82,1,N,239,249,1,18,1,0.5,6.69,0,0.3,28.99,2.5
1,2019-10-23T16:08:59.000,2019-10-23T16:35:05.000,3,2.70,1,N,230,113,2,17,3.5,0.5,0,0,0.3,21.3,2.5
2,2019-10-23T16:00:12.000,2019-10-23T16:56:58.000,1,13.72,1,N,88,138,1,46,0,0.5,2,6.12,0.3,57.42,2.5
2,2019-10-23T16:08:14.000,2019-10-23T16:12:52.000,1,0.62,1,N,142,143,1,5,1,0.5,0,0,0.3,9.3,2.5
2,2019-10-23T16:14:35.000,2019-10-23T16:28:45.000,1,2.12,1,N,143,100,1,11,1,0.5,2,0,0.3,17.3,2.5
2,2019-10-23T16:48:29.000,2019-10-23T16:57:14.000,1,1.16,1,N,43,143,1,7.5,1,0.5,2.36,0,0.3,14.16,2.5
2,2019-10-23T16:59:02.000,2019-10-23T17:11:05.000,1,2.10,1,N,239,263,1,10,1,0.5,1,0,0.3,15.3,2.5
1,2019-10-23T16:19:16.000,2019-10-23T16:25:23.000,2,1.10,1,N,24,238,1,6,3.5,0.5,1.85,0,0.3,12.15,2.5
1,2019-10-23T16:04:58.000,2019-10-23T16:20:40.000,2,1.70,1,N,186,79,1,11,3.5,0.5,1,0,0.3,16.3,2.5
1,2019-10-23T16:48:01.000,2019-10-23T17:02:06.000,1,0.70,1,N,170,164,1,9.5,3.5,0.5,1,0,0.3,14.8,2.5
2,2019-10-23T16:01:46.000,2019-10-23T16:08:20.000,1,0.72,1,N,170,162,1,6,0,0.5,2.79,0,0.3,12.09,2.5
2,2019-10-23T16:12:15.000,2019-10-23T16:39:07.000,1,1.27,1,N,162,246,1,16,0,0.5,2.9,0,0.3,22.2,2.5
2,2019-10-23T16:40:14.000,2019-10-23T16:50:05.000,1,1.43,1,N,246,68,1,8.5,1,0.5,3,0,0.3,15.8,2.5
2,2019-10-23T16:59:06.000,2019-10-23T17:08:57.000,1,1.42,1,N,234,249,2,8,1,0.5,0,0,0.3,12.3,2.5
2,2019-10-23T16:15:42.000,2019-10-23T16:26:50.000,5,1.07,1,N,237,140,2,8.5,1,0.5,0,0,0.3,12.8,2.5
2,2019-10-23T16:27:38.000,2019-10-23T16:36:04.000,5,2.13,1,N,140,170,1,9,1,0.5,2.66,0,0.3,15.96,2.5
2,2019-10-23T16:47:36.000,2019-10-23T16:56:01.000,5,1.22,1,N,162,237,2,7.5,1,0.5,0,0,0.3,11.8,2.5
1,2019-10-23T16:27:24.000,2019-10-23T17:01:18.000,4,5.90,1,N,13,163,1,25.5,3.5,0.5,5.95,0,0.3,35.75,2.5
2,2019-10-23T16:18:34.000,2019-10-23T16:35:17.000,1,2.25,1,N,137,114,2,12,1,0.5,0,0,0.3,16.3,2.5
2,2019-10-23T16:59:55.000,2019-10-23T17:17:25.000,1,2.52,1,N,107,140,1,13,1,0.5,3.46,0,0.3,20.76,2.5
1,2019-10-23T16:29:16.000,2019-10-23T17:06:58.000,1,3.60,1,N,148,161,2,23,3.5,0.5,0,0,0.3,27.3,2.5
1,2019-10-23T16:10:02.000,2019-10-23T17:12:29.000,4,18.30,2,N,75,132,2,52,4.5,0.5,0,6.12,0.3,63.42,0
1,2019-10-23T16:44:07.000,2019-10-23T16:55:49.000,1,1.80,1,N,234,233,1,10,3.5,0.5,2.85,0,0.3,17.15,2.5
1,2019-10-23T16:21:40.000,2019-10-23T16:42:22.000,1,1.20,1,N,234,170,1,13,3.5,0.5,3.45,0,0.3,20.75,2.5
1,2019-10-23T16:44:40.000,2019-10-23T17:00:43.000,1,1.00,1,N,170,161,1,10.5,3.5,0.5,2.95,0,0.3,17.75,2.5
2,2019-10-23T16:50:20.000,2019-10-23T18:01:15.000,3,17.86,2,N,132,48,2,52,4.5,0.5,0,6.12,0.3,65.92,2.5
2,2019-10-23T16:34:46.000,2019-10-23T16:38:03.000,1,0.42,1,N,166,166,1,4,1,0.5,1.45,0,0.3,7.25,0
2,2019-10-23T16:47:05.000,2019-10-23T16:55:49.000,1,1.38,1,N,238,143,1,8,1,0.5,1.84,0,0.3,14.14,2.5
1,2019-10-23T16:11:38.000,2019-10-23T17:29:56.000,1,18.00,2,Y,132,230,1,52,7,0.5,11.95,0,0.3,71.75,2.5
1,2019-10-23T16:38:41.000,2019-10-23T16:49:46.000,1,0.90,1,N,48,230,2,6.5,3.5,0.5,0,0,0.3,10.8,2.5
2,2019-10-23T16:25:11.000,2019-10-23T16:39:07.000,5,1.10,1,N,162,163,1,9.5,1,0.5,2.76,0,0.3,16.56,2.5
1,2019-10-23T16:01:16.000,2019-10-23T16:10:49.000,1,0.90,1,N,236,237,1,7.5,3.5,0.5,2,0,0.3,13.8,2.5
1,2019-10-23T16:20:34.000,2019-10-23T16:31:26.000,1,1.30,1,N,237,239,1,9,3.5,0.5,2.65,0,0.3,15.95,2.5
1,2019-10-23T16:37:24.000,2019-10-23T16:51:28.000,1,2.40,1,N,239,152,1,12,3.5,0.5,3.25,0,0.3,19.55,2.5
1,2019-10-23T16:55:40.000,2019-10-23T17:13:46.000,1,3.20,1,N,141,238,1,14,3.5,0.5,3.65,0,0.3,21.95,2.5
2,2019-10-23T16:18:00.000,2019-10-23T16:28:14.000,1,0.97,1,N,264,264,1,8,1,0.5,2.46,0,0.3,14.76,2.5
1,2019-10-23T16:16:43.000,2019-10-23T16:26:06.000,1,0.50,1,N,100,170,1,7,3.5,0.5,2.25,0,0.3,13.55,2.5
1,2019-10-23T16:31:12.000,2019-10-23T16:55:44.000,1,4.90,1,N,233,209,1,19.5,3.5,0.5,4.2,0,0.3,28,2.5
2,2019-10-23T16:11:20.000,2019-10-23T17:13:00.000,1,18.55,2,N,132,163,1,52,4.5,0.5,13.18,6.12,0.3,79.1,2.5
2,2019-10-23T16:12:03.000,2019-10-23T16:12:07.000,1,0.00,1,N,264,264,2,2.5,1,0.5,0,0,0.3,4.3,0
2,2019-10-23T16:12:13.000,2019-10-23T17:21:24.000,1,17.60,2,N,132,162,1,52,4.5,0.5,10,6.12,0.3,75.92,2.5
1,2019-10-23T16:15:18.000,2019-10-23T16:32:16.000,1,1.70,1,N,237,143,1,11.5,3.5,0.5,3.15,0,0.3,18.95,2.5
1,2019-10-23T16:05:31.000,2019-10-23T16:29:06.000,1,1.50,1,N,234,231,1,14.5,3.5,0.5,3.75,0,0.3,22.55,2.5
1,2019-10-23T16:37:16.000,2019-10-23T17:14:10.000,2,5.10,1,N,231,141,1,24.5,3.5,0.5,5.75,0,0.3,34.55,2.5
1,2019-10-23T16:07:44.000,2019-10-23T16:10:40.000,0,0.60,1,N,174,18,2,4,1,0.5,0,0,0.3,5.8,0
1,2019-10-23T16:45:25.000,2019-10-23T17:05:31.000,0,2.50,1,N,238,140,2,14.5,3.5,0.5,0,0,0.3,18.8,2.5
